Wildland Meadows;🪳;Creeping Cockroach;Small;1;0;1;0;-1;0;0;Annoying Insect;Scuttles in the undergrowth.<br>;Crawled in the ear and ended it all.
Wildland Meadows;🪰;Buzzing Fly;Small;1;0;1;0;-1;0;0;Tiny Annoyance;Barely visible\ but relentless.<br>;Couldn’t take the endless buzzing.
Wildland Meadows;🦗;Tiny Grasshopper;Small;1;0;1;0;-1;0;0;Lively Insect;Leaps away at the last second.<br>;Got too close and fell.
Wildland Meadows;🐝;Busy Bumblebee;Small;1;0;1;0;-1;0;0;Flying Insect;Bumbles along with no aim.<br>;Stung in the eye and fell.
Wildland Meadows;🦋;Blue Butterfly;Small;1;0;1;0;-1;0;0;Nature's Beauty;Makes a perfect fishing bait.<br>;How come this happened?
Wildland Meadows;🐌;Trailing Snail;Small;1;0;0;0;-1;0;0;Slow Insect;Perhaps it could attract some fish.<br>;How come this happened?
Wildland Meadows;🪱;Small Worm;Small;1;0;0;0;-1;0;0;Arthropod;Makes a perfect fishing bait.<br>;Got destroyed by a worm.
Wildland Meadows;🪱;Tiny Worm;Small;1;0;0;0;-1;0;0;Arthropod;Makes a perfect fishing bait.<br>;Got destroyed by a worm.
Wildland Meadows;🪱;Confused Worm;Small;1;0;0;0;-1;0;0;Arthropod;Makes a perfect fishing bait.<br>;Got destroyed by a worm.
Wildland Meadows;🪱;Anxious Worm;Small;1;0;1;0;-1;0;0;Arthropod;Spooked by the sudden sunlight.<br>;Got destroyed by a worm.
Wildland Meadows;🪱;Earthworm;Small;1;0;1;0;-1;0;0;Arthropod;Makes a perfect fishing bait.<br>;Got destroyed by a worm.
Wildland Meadows;🪱;Rain Worm;Small;2;0;1;0;-1;0;0;Arthropod;Makes a perfect fishing bait.<br>;Got destroyed by a worm.
Wildland Meadows;🐛;Little Bug;Small;1;0;1;0;-1;0;0;Innocent Critter;May ruin your day\ but never hurts no one.<br>;This was a disaster.
Wildland Meadows;🪰;Pesky Fly;Small;1;0;2;0;-1;0;0;Annoying Insect;Sits on skin again and again.<br>;Contracted a deadly disease.
Wildland Meadows;🐜;Tiny Ant;Small;1;0;0;0;-1;0;0;Insect;Minds its own business.<br>;How could this happen?
Wildland Meadows;🐜;Worker Ant;Small;1;0;1;0;-1;0;0;Insect;Minds its own business.<br>;How could this happen?
Wildland Meadows;🦗;Chirping Cricket;Small;1;0;0;0;-1;0;0;Annoying Insect;Makes annoying loud sounds.<br>;The noise exploded your head!

Wildland Meadows;🐓;Patrolling Rooster;Pet;1;1;2;0;0;0;0;Feathery Friend;Crows at inappropriate hours.<br>;Convinced it to join you.
Wildland Meadows;🐦‍⬛;Lost Raven;Pet;1;0;1;1;0;0;0;Mysterious Bird;Croaks in a haunting tone.<br>;The bird has joined your side.
Wildland Meadows;🦦;Cheeky Otter;Pet;1;1;1;0;0;0;0;Playful Critter;Seems to enjoy total chaos.<br>;Slipped into your party.
Wildland Meadows;🐈;Savannah Cat;Pet;1;0;2;0;0;0;0;Cute Animal;Loves pouncing at small rodents.<br>;Gained powerful follower
Wildland Meadows;🦎;Green Gecko;Pet;1;0;2;1;0;0;0;Beautiful Lizard;Chill fella just running around.<br>;Got a new travel buddy!
Wildland Meadows;🐞;Lonely Ladybug;Pet;1;0;1;1;0;0;0;Pelicular Insect;Tiny cute creature crawling around.<br>;Got a new travel buddy!
Wildland Meadows;🐥;Lost Chick;Pet;1;0;1;0;-1;0;0;Cute Animal;Runs around constantly peeping.<br>;Got a new travel buddy!
Wildland Meadows;🕊️;Pale Dove;Pet;1;0;2;1;0;0;0;Symbol of Peace;Carries hope in every flap.<br>;Follows your shadow.

Wildland Meadows;🐐;Wild Goat;Standard;2;1;1;0;10;0;0;Wild Beast;Capable of unfortunate headbutts.<br>;Impaled by its horns.
Wildland Meadows;🦫;Timber Terror;Standard;2;1;1;0;2;0;0;Wild Beast;Chomps anything in its reach.<br>;Dragged you to a dam of bones.
Wildland Meadows;🦃;Frenzied Turkey;Standard;2;1;1;0;10;0;0;Domestic Animal;Goes straight for the ankles.<br>;Defeated by an angry bird.
Wildland Meadows;🐓;Raging Cock;Standard;2;1;2;0;10;0;0;Crazed Animal;Looks funny\ but better don't underestimate it.<br>;Got your brain pecked out.
Wildland Meadows;🐑;Annoyed Sheep;Standard;2;0;1;0;10;0;0;Domestic Animal;Better not underestimate this one.<br>;Head-butted to death.
Wildland Meadows;🦥;Chill Sloth;Standard;2;0;1;1;1;0;0;Innocent Critter;Leave him be\ he means no harm!<br>;Oh\ that is really unfortunate.

Wildland Meadows;🦨;Sneaky Skunk;Toxic;2;0;2;0;1;0;0;Wild Animal;Sprays a foul cloud whenever spooked.<br>;Suffered a terrible stench.
Wildland Meadows;🦔️;Shy Hedgehog;Stingy;1;0;1;1;0;0;0;Innocent Critter;Leave him be\ he means no harm!<br>;Ouch\ that stings!
Wildland Meadows;🐝;Stray Bee;Stingy;1;1;1;0;-1;0;0;Confused Insect;Flies in a weird pattern.<br>;Ouch\ that stings!

Wildland Meadows;🦆;Aggressive Duck;Swift;1;1;2;0;0;0;0;Wild Animal;Goes straight for the ankles.<br>;Defeated by an angry bird.
Wildland Meadows;🐄;Grazing Cow;Heavy;3;0;1;0;1;0;0;Domestic Animal;Does not let anyone too close.<br>;Impaled by its horns.
Wildland Meadows;🦌;Grazing Deer;Heavy;2;0;2;0;3;0;0;Wild Animal;Getting ready for some ramming.<br>;Rammed till the last breath.

Wildland Meadows;🪿;Untitled Goose;Boss-Pet;1;1;3;0;2;0;0;Feathered Menace;Peace was never an option.<br>;Honked its way into your party.
Wildland Meadows;🦢;Pond Queen;Boss-Standard;2;2;2;0;3;0;0;Feathered Fury;Looks calm\ but might surprise you.<br>;Choked by the long neck.
Wildland Meadows;🦅;Sky Tyrant;Boss-Swift;1;3;1;0;3;0;0;Winged Horror;Aims straight for your eyes.<br>;Talons tore your throat apart.
Wildland Meadows;🐍;Venomous Viper;Boss-Swift;1;3;1;0;-1;0;0;Fearsome Reptile;Fast\ precise and extremely deadly.<br>;Got injected with deadly venom.
Wildland Meadows;🦡;Honey Badger;Boss-Swift;2;2;2;0;4;0;0;Wild Animal;Fierce\ vigorous and witty.<br>;Got freaking destroyed.
Wildland Meadows;🐏;Alpha Ram;Boss-Heavy;3;1;1;0;2;0;0;Wild Animal;Getting ready for some ramming.<br>;Rammed till releasing the last breath.
Wildland Meadows;🦬;Risky Bison;Boss-Heavy;3;2;1;0;3;0;0;Wild Animal;Loud stomps follow its steps.<br>;Suffered a fatal blunt trauma.
Wildland Meadows;🐗;Mama Warthog;Boss-Heavy;2;2;1;0;-1;0;0;Wild Animal;Gets more nervous as you approach.<br>;Got torn apart by tusks.
Wildland Meadows;🐂;Tired Bull;Boss-Heavy;3;0;1;0;1;0;0;Domestic Animal;Does not give a damn anymore.<br>;Got impaled by both horns at once.
