Forsaken Village;📯;Echoing Knight;Reflective;3;4;2;0;0;0;0;Reflective Guardian;Polished horned helm mirrors every swing you take.<br>;Your spell thundered through your chest.;none
Forsaken Village;🪞;Gilded Mirrorkin;Reflective;4;3;2;0;0;0;0;Reflective Construct;Polished plates flash your own attacks back at you.<br>;Reflected strike cut you down.;none
Forsaken Village;🧫;Culture of Rot;Toxic;3;3;3;0;1;0;0;Toxic Bloom;A living stain that creeps toward warm skin.<br>;Rot crept up your arm.;none
Forsaken Village;🦃;Spinecrest Fowl;Stingy;3;3;2;0;0;0;0;Stingy Bird;Feathers sharpened into jagged blades.<br>;Wings shredded your grasping hands.;none
Forsaken Village;🦍;Graveyard Brute;Tough;5;3;3;0;0;0;2;Tough Abomination;A hulking shape wrapped in broken tombstones.<br>;You hammered endlessly, it shrugged.;none
Forsaken Village;🐐;Blazehorn Goat;Hot;3;4;2;0;0;0;0;Hot Beast;Horns glow faintly, dripping sparks when it snorts.<br>;Reins burned fire up your arms.;none

// ============================================================
// TWISTED FAIRYLAND — type additions
// ============================================================

Twisted Fairyland;🎭;Masquerade Shade;Reflective;2;3;3;1;0;0;0;Reflective Spirit;Masks flicker over its face, each one copying your fear.<br>;Every spell fed its grin.;none
Twisted Fairyland;🐙;Sludge-Tentacle Spawn;Toxic;3;4;2;0;0;0;0;Toxic Aberration;Oily limbs leave smoking prints behind.<br>;Step too close, boots burned.;none
Twisted Fairyland;🪡;Needlekin Doll;Stingy;2;3;3;0;1;0;0;Stingy Construct;A stitched toy with pins where its heart should be.<br>;Clutch drove pins through heart.;none
Twisted Fairyland;🦛;Gravehide Behemoth;Tough;6;4;2;0;0;0;2;Tough Beast;Skin like packed clay and tombstone dust.<br>;Blow sank like tossed pebble.;none
Twisted Fairyland;🍲;Boiling Cauldronling;Hot;3;3;3;0;0;0;0;Hot Homunculus;A squat walking pot, stew forever at a rolling boil.<br>;Rim grip boiled your skin.;none
Twisted Fairyland;🦧;Elder Ape King;Boss-Heavy;4;3;2;0;4;0;0;Monarch of the Jungle;Its howl is a death knell.<br>;Flattened beneath its fists.;none

//Curses (TODOs: "Add more positive AND negative traps and curses")
Twisted Fairyland;🦋;Moth Swarm;Curse;-1;0;1;0;0;0;0;Insect Plague;Drawn to your warmth.<br>;Covered in fluttering shadows.;none
Twisted Fairyland;🌸;Poisonous Petals;Curse;-1;0;0;0;0;0;0;Floral Trap;Too sweet to resist.<br>;Choked by false beauty.;none
Twisted Fairyland;🕳️;Bottomless Hollow;Curse;-1;0;0;0;0;0;0;Abyssal Void;It pulls everything close.<br>;Felt the weight of eternity.;none

//Traps
Twisted Fairyland;🎆;Fading Sparks;Trap-Sleep;-1;0;0;0;0;0;0;Leftover Magic;Last bursts hang in the air.<br>;Resting here singed your skin.;none
Twisted Fairyland;🎵;Looping Music Box;Trap-Sleep;-1;0;0;0;-1;0;0;Annoying Jingle;Never finishes the melody.<br>;Sleep broke, mind felt dull.;none
Twisted Fairyland;👁️;Everseeing Eye;Trap-Sleep;0;0;-3;0;0;0;0;Watcher's Curse;You felt it blink while you slept.<br>;Mind splintered from the gaze.;none
Twisted Fairyland;🎠;Whispering Carousel;Trap-Sleep;-2;0;0;-1;0;0;0;Abandoned Toy;Spins slowly on no wind.<br>;Dreams turned to spirals.;none

// ============================================================
// RIVER OF SORROWS — major gap fill (weakest area by row count)
// ============================================================

//Traps (TODOs: "Revise river — all types, very lacking")
River of Sorrows;⚓;Loose Anchor Chain;Trap-Big;-2;0;0;0;0;0;0;Mooring Hazard;Half-buried in wet mud.<br>;Chain whipped and broke your ribs.;none
River of Sorrows;🛶;Capsized Canoe;Trap-Big;-2;0;0;0;0;0;0;Sunken Wreck;Balanced badly on the bank.<br>;You slipped, canoe crushed you.;none
River of Sorrows;🪝;Bent Fishhook Line;Trap-Roll;-1;0;-1;0;0;0;0;Fishing Hazard;Hooks glint under shallow water.<br>;You stumbled, hooks bit deep.;none
River of Sorrows;🛢️;Rigged Oil Drum;Trap-Attack;-3;1;0;0;0;0;0;Tainted Barrel;Leaks something flammable.<br>;Kick sent shrapnel everywhere.;none
River of Sorrows;🕯️;Riverside Lantern;Trap-Sleep;1;0;0;0;0;0;0;Safe Light;Keeps the darkest thoughts away.<br>;Your rest feels guarded.;none
River of Sorrows;🪨;Meditation Rock;Trap-Sleep;0;0;0;0;1;0;0;Calm Focus;Flat stone facing the water.<br>;You sit, mind a little clearer.;none
River of Sorrows;💧;Tearfall Rain;Trap-Sleep;-1;0;-1;0;0;0;0;Silent Storm;It didn't wet your skin, just your soul.<br>;You woke already sobbing.;none
River of Sorrows;🪞;Flooded Memory;Trap-Sleep;0;0;-2;0;0;0;0;Lingering Thought;You remembered what you shouldn't have.<br>;Mind staggered under its weight.;none

//Props (distinguish river from fishing — TODOs)
River of Sorrows;🌥️;Gloomy Sky;Prop;0;0;0;0;0;0;0;Weather Condition;The world feels heavy under those clouds.<br>;Waited for it to pass.;none
River of Sorrows;🌩️;Distant Thunderstorm;Prop;0;0;0;0;0;0;0;Weather Condition;The storm rumbles far across the water.<br>;Found shelter beneath the hull.;none

//Pop culture boss (Sharknado ref)
River of Sorrows;🌪️;The Sharknado;Boss-Swift;4;3;2;0;-1;0;0;Aquatic Threat;Always goes straight for the neck.<br>;Devoured by an unexpected shark.;none

//Pet
River of Sorrows;🦦;Playful Otter;Pet;1;0;2;2;1;0;0;Wild Animal;Hyperactively snooping around.<br>;Slipped into your party.;none

// ============================================================
// SHROUDED NECROPOLIS — type gaps + curses
// ============================================================

//Reflective
Shrouded Necropolis;🏺;Rustling Vessel;Reflective;4;2;2;0;-1;0;0;Animated Relic;Whatever was sealed inside has made it its own.<br>;It shattered. Something escaped.;none
Shrouded Necropolis;🦉;Glassfeather Watcher;Reflective;4;3;3;0;0;0;0;Reflective Sentinel;Owl-shaped shade with mirror-polished plumage.<br>;Reflected spell crushed your chest.;none

//Stingy
Shrouded Necropolis;🦂;Grave Scorpion;Stingy;4;4;1;0;-1;0;0;Crypt Predator;The sting doesn't need a reason.<br>;The tail stopped twitching eventually.;none
Shrouded Necropolis;🌵;Barbed Penitent;Stingy;4;3;2;0;0;0;0;Stingy Undead;Wrapped in dry thorns and old confession ribbons.<br>;Thorns collected unpaid sins.;none

//Undead
Shrouded Necropolis;🪲;Tomb Scarab;Undead;4;2;2;0;-1;1;0;Risen Insect;Emerged from something better left sealed.<br>;Returned to dust where it came from.;none

//Toxic
Shrouded Necropolis;🦠;Grinning Blightmass;Toxic;4;3;2;0;0;0;0;Toxic Maw;A lump of flesh with too many smiling mouths.<br>;Venom sang in your veins.;none
Shrouded Necropolis;🫧;Rotten Miasma;Toxic;4;3;2;0;0;0;0;Toxic Cloud;A wobbling cluster of oily bubbles that pop into bitter gas.<br>;Burst fumes blistered your flesh.;none

//Hot
Shrouded Necropolis;🦎;Ashback Salamander;Hot;4;3;2;0;0;0;0;Hot Amphibian;Charcoal body, embers pulsing under the skin.<br>;Careless touch cooked your fingers.;none

//Tough
Shrouded Necropolis;🐂;Ironhorn Shade;Tough;6;3;3;0;0;0;3;Tough Specter;Heavy ghostly horns drag gouges into the earth.<br>;Strikes rattled frame, not will.;none
Shrouded Necropolis;🗿;Gravestone Colossus;Tough;6;3;3;0;0;0;3;Tough Construct;Stacks of broken markers shamble as one heavy shape.<br>;You chipped stone, then collapsed.;none

//Curses (TODOs: "Curses with -1 atk lategame", "Lategame traps/curses stealing mana/sta")
Shrouded Necropolis;🩸;Blood Pact;Curse;0;0;0;-1;-1;0;0;Sanguine Binding;Your veins remember the oath.<br>;The pact bled through.;none
Shrouded Necropolis;🌑;Eclipse Veil;Curse;-1;0;0;0;0;0;0;Shadow Cloak;A darkness clings to every step.<br>;The weight settled permanently.;none
Shrouded Necropolis;🌬️;Withering Breath;Curse;-1;0;-1;0;0;0;0;Decay's Touch;Your skin grows brittle.<br>;Something vital left with it.;none
Shrouded Necropolis;🦴;Bone Hunger;Curse;0;0;-1;0;0;0;0;Gnawing Pain;Your bones ache with ancient hunger.<br>;The pain became a companion.;none
Shrouded Necropolis;🕯️;Flickering Spirit;Curse;0;0;0;0;-1;0;0;Fading Will;Your resolve flickers like dying light.<br>;Resolve guttered and went out.;none
Shrouded Necropolis;⚰️;Gravebound;Curse;0;0;-1;0;0;0;0;Tethered Soul;Earth clings to your very being.<br>;Felt roots take hold.;none
Shrouded Necropolis;🪞;Broken Reflection;Curse;0;0;0;0;0;-1;0;Shattered Self;You see only the flaws in your soul.<br>;The mirror told the truth.;none

//Traps
Shrouded Necropolis;🧊;Freezing Gloom;Trap-Attack;-1;0;0;0;-1;0;0;Frostbite;Cold seeps deep into the bones.<br>;Fingers stopped obeying.;none
Shrouded Necropolis;⚰️;Swinging Coffin Lid;Trap-Attack;-3;1;0;0;0;0;0;Grave Mechanism;Lid is chained overhead.<br>;It slammed straight into you.;none
Shrouded Necropolis;🔔;Falling Bell;Trap-Attack;-3;1;0;0;0;0;0;Silent Alarm;Rope is worn thin.<br>;Bell dropped, ribs cracked loudly.;none
Shrouded Necropolis;💀;Whispering Skulls;Trap-Sleep;-1;0;0;0;-1;0;0;Grave Choir;Murmurs rise as you rest.<br>;You slept, thoughts felt stolen.;none
Shrouded Necropolis;🌫️;Funeral Haze;Trap-Sleep;-2;0;0;0;0;0;0;Thick Mist;Smells faintly of incense.<br>;Breathing it drained your strength.;none

// ============================================================
// FISHING LOOT — additions (from boosts.csv)
// ============================================================

Fishing;🪶;Seabird Feather;Item;0;0;0;1;0;0;0;Lightweight Trinket;Soft as a dream.<br>Provides <b>+1 🍀 Luck</b>.;Tucked it in your hat.;none
Fishing;🌸;Dried Petals;Item;0;0;0;0;1;0;0;Faded Scent;Still faintly fragrant.<br>Provides <b>+1 🧠 Intellect</b>.;Dreamt of spring.;none
Fishing;🧿;Evil Eye Charm;Item;0;0;0;0;0;1;0;<b>Artifact</b>;Ward against curses and ill will.<br>Provides <b>+1 🔵 Mana</b>.;Hung it close to your chest.;none
Fishing;🎻;Barnacled Violin;Item;0;0;0;0;2;0;0;Withered Instrument;Music from another time.<br>Provides <b>+2 🧠 Intellect</b>.;Strummed something haunting.;none
Fishing;🗿;Mini Totem;Item;0;0;0;0;0;1;0;Ancient Relic;Carved by ancient hands.<br>Provides <b>+1 🔵 Mana</b>.;Held it close to your chest.;none
Fishing;🎐;Wind Chime;Item;0;0;0;0;0;1;0;Soothing Talisman;Music of the breeze.<br>Provides <b>+1 🔵 Mana</b>.;Felt a sense of calm.;none
Fishing;📌;Rusty Pin;Item;0;1;0;0;0;0;0;Scrap Weapon;Sharp enough for mischief.<br>Provides <b>+1 ⚔️ Attack</b>.;Stuck it somewhere useful.;none
Fishing;🪢;Knotted Rope;Item;0;0;1;0;0;0;0;Ropework;Knots tell their own story.<br>Provides <b>+1 🟢 Energy</b>.;Untangled some secrets.;none
Fishing;📔;Wet Almanac;Item;0;0;0;0;1;0;0;Salvaged Knowledge;Barely legible but still valuable.<br>Provides <b>+1 🧠 Intellect</b>.;Learned something new.;none
Fishing;🪙;Old Coin;Item;0;0;0;1;0;0;0;Lucky Find;Might be worth a fortune.<br>Provides <b>+1 🍀 Luck</b>.;Pocketed with care.;none
Fishing;🪵;Driftwood Figurine;Item;1;0;0;0;0;0;0;Handcarved Curio;Worn by sea and time.<br>Provides <b>+1 ❤️ Health</b>.;Clutched it in a memory.;none

// ============================================================
// UNUSED EMOJI POOL — for future naming/content ideas
// ============================================================

//Enemies / creatures worth designing around
🧕 👨‍🎨 👩‍🎨 🤵🏻‍♂️ 🤵🏻‍♀️ 👨‍🌾 👩‍🌾 🦁

//Traps?
🛸🚀🛰️

//Items / objects
🗜️ ⛏ 🪁 ⚙️ 🔗 🧭 ⚗️ 🩺 🧬 ❄️ 🌩️ ⛅️
🦺 🩱 🛼 🎍 👔 🩳 💡 👕 👚 👟

//Environmental / fishing spots
🏝️ 🏖 🌥️ 🌩️ 🫧 🌾 🌊 🎣

// Cut final bossfight parts
Shrouded Necropolis;🌫️;Pale Mist;Prop;0;0;0;0;0;0;0;Unsettling Atmosphere;A veil of fog conceals the path.<br>;;none
Shrouded Necropolis;👰🏻‍♀️;Defeated Bride;Friend;0;0;0;0;0;0;0;Forgotten Love;You were my whole world... I loved you!<br>How could you do this to me?;You never should have come here!;none
Shrouded Necropolis;👰🏻‍♀️;Dying Bride;Friend;0;0;0;0;0;0;0;Forgotten Love;The last slivers of her life are slipping away.<br>Seems like you have <b>finally put her to rest</b>.;"Don't you... ever forget me.";none
Shrouded Necropolis;👤;Lethargic Shade;Friend;0;0;0;0;0;0;0;Familiar Being;Looks like they have not noticed you... yet?<br>;"Oh... You finally came back.";none
Shrouded Necropolis;😟;Intrusive Thoughts;Dream;0;0;0;0;0;0;0;Disturbing Feeling;The time has come to <b>acknowledge your sins</b>.<br>You cannot hide from your past anymore.;The inner thoughts took over.;none
Shrouded Necropolis;😦;Tragic Realization;Dream;0;0;0;0;0;0;0;Breaking Point;Ohh... <b>You finally remember</b> what you've done.<br>That nefarious <b>witchery did not go well</b>.;Everything seems so clear now.;none
Shrouded Necropolis;😱;Boneshaking Panic;Dream;0;0;0;0;0;0;0;Eternal Suffering;<b>You corrupted the whole world around you!</b><br>Why couldn't you just let her go in peace.;You've revealed the horrific truth.;none

// ENDING OLD BACKUP
Shrouded Necropolis;🌿;Prop/Small;Generator-0;0;0;0;0;0;0;0;XXX;XXX;XXX;none
Shrouded Necropolis;❓;Any Enemy;Generator-11;0;0;0;0;0;0;0;XXX;XXX;XXX;none
Shrouded Necropolis;❓;Any Enemy;Generator-11;0;0;0;0;0;0;0;XXX;XXX;XXX;none
Shrouded Necropolis;❓;Any Enemy;Generator-11;0;0;0;0;0;0;0;XXX;XXX;XXX;none
Shrouded Necropolis;🐟;Fishing;Generator-68;0;0;0;0;0;0;0;XXX;XXX;XXX;none
Shrouded Necropolis;❓;Very Hard Encounter;Generator-5;0;0;0;0;0;0;0;XXX;XXX;XXX;none
Shrouded Necropolis;🌫️;Gloomy Gateway;Prop;0;0;0;0;0;0;0;Obscuring Barrier;Something dangerous possibly lies ahead.<br>;Crossed right through.;none
Shrouded Necropolis;👤;Lethargic Shade;Friend;0;0;0;0;0;0;0;Familiar Being;Looks like they have not noticed you... yet?<br>;"Oh... You finally came back.";none
Shrouded Necropolis;👑;Boss;Generator-9;0;0;0;0;0;0;0;XXX;XXX;XXX;none
Shrouded Necropolis;👰🏻‍♀️;Defeated Bride;Friend;0;0;0;0;0;0;0;Forgotten Love;You were my whole world... I loved you!<br>How could you do this to me?;You never should have come here!;none
Shrouded Necropolis;👑;Boss;Generator-9;0;0;0;0;0;0;0;XXX;XXX;XXX;none
Shrouded Necropolis;👰🏻‍♀️;Dying Bride;Friend;0;0;0;0;0;0;0;Forgotten Love;The last slivers of her life are slipping away.<br>Seems like you have <b>finally put her to rest</b>.;"Don't you... ever forget me.";none
Shrouded Necropolis;😟;Intrusive Thoughts;Dream;0;0;0;0;0;0;0;Disturbing Feeling;The time has come to <b>acknowledge your sins</b>.<br>You cannot hide from your past anymore.;The inner thoughts took over.;none
Shrouded Necropolis;😦;Tragic Realization;Dream;0;0;0;0;0;0;0;Breaking Point;Ohh... <b>You finally remember</b> what you've done.<br>That nefarious <b>witchery did not go well</b>.;Everything seems so clear now.;none
Shrouded Necropolis;😱;Boneshaking Panic;Dream;0;0;0;0;0;0;0;Eternal Suffering;<b>You corrupted the whole world around you!</b><br>Why couldn't you just let her go in peace.;You've revealed the horrific truth.;none

// Cut crap
🪕;Bard;0;0;0;0;2;0;0;Gain <b>+2 🧠 Intellect</b> with no downside.<br><i>Traveled the world, learned a lot.;none

Fading Wildlands;🗝️;Brass Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none
Fading Wildlands;🗝️;Small Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none
Fading Wildlands;🗝️;Shiny Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none
Fishing;🗝️;Silver Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none
Fishing;🗝️;Bronze Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none
Fishing;🗝️;Iron Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none
River of Sorrows;🪽;Angel Feather;Item-Trinket;0;0;0;0;0;2;0;<b>Artifact</b>;Something pure she left behind.<br>Provides <b>+2 🔵 Mana</b>.;It is still warm.;ending_free
Twisted Fairyland;🪞;Soul Mirror;Item-Trinket;0;0;0;-2;2;0;0;Mystical Relic;It's hard to face the horrors of truth.<br>Provides <b>+2 🧠 Intellect</b> for <b>-2 🍀 Luck</b>.;Realized the dark truth;none
